2022-01-15 22:30:04,624 args = Namespace(batch_size=64, data='./data', epochs=5, learning_rate=0.025, save='logs', seed=2, weight_decay=0.0003)
2022-01-15 22:30:05,947 param size = 0.046234MB
2022-01-15 22:30:05,948 Starting epoch 1/5
2022-01-15 23:07:11,452 args = Namespace(batch_size=64, data='./data', epochs=5, learning_rate=0.025, save='logs', seed=2, weight_decay=0.0003)
2022-01-15 23:07:12,724 param size = 0.046234MB
2022-01-15 23:07:12,725 Starting epoch 1/5
2022-01-15 23:17:24,514 valid mini-batch 080, loss=2.767605e-01 accuracy=92.283951
2022-01-15 23:17:24,521 valid mini-batch 081, loss=2.776515e-01 accuracy=92.187500
2022-01-15 23:17:24,535 valid mini-batch 082, loss=2.783774e-01 accuracy=92.168675
2022-01-15 23:17:24,542 valid mini-batch 083, loss=2.792663e-01 accuracy=92.187500
2022-01-15 23:17:24,550 valid mini-batch 084, loss=2.799634e-01 accuracy=92.169118
2022-01-15 23:17:24,560 valid mini-batch 085, loss=2.802159e-01 accuracy=92.132994
2022-01-15 23:17:24,570 valid mini-batch 086, loss=2.795536e-01 accuracy=92.151580
2022-01-15 23:17:24,578 valid mini-batch 087, loss=2.783895e-01 accuracy=92.205256
2022-01-15 23:17:24,597 valid mini-batch 088, loss=2.770941e-01 accuracy=92.257725
2022-01-15 23:17:24,606 valid mini-batch 089, loss=2.776270e-01 accuracy=92.204861
2022-01-15 23:17:24,613 valid mini-batch 090, loss=2.776541e-01 accuracy=92.239011
2022-01-15 23:17:24,619 valid mini-batch 091, loss=2.785514e-01 accuracy=92.221467
2022-01-15 23:17:24,633 valid mini-batch 092, loss=2.804525e-01 accuracy=92.204301
2022-01-15 23:17:24,647 valid mini-batch 093, loss=2.799879e-01 accuracy=92.187500
2022-01-15 23:17:24,656 valid mini-batch 094, loss=2.803655e-01 accuracy=92.187500
2022-01-15 23:17:24,663 valid mini-batch 095, loss=2.796410e-01 accuracy=92.203776
2022-01-15 23:17:24,677 valid mini-batch 096, loss=2.793634e-01 accuracy=92.235825
2022-01-15 23:17:24,685 valid mini-batch 097, loss=2.791577e-01 accuracy=92.203444
2022-01-15 23:17:24,698 valid mini-batch 098, loss=2.789398e-01 accuracy=92.219066
2022-01-15 23:17:24,705 valid mini-batch 099, loss=2.805248e-01 accuracy=92.203125
2022-01-15 23:17:24,712 valid mini-batch 100, loss=2.799603e-01 accuracy=92.218441
2022-01-15 23:17:24,720 valid mini-batch 101, loss=2.815664e-01 accuracy=92.202819
2022-01-15 23:17:24,733 valid mini-batch 102, loss=2.817417e-01 accuracy=92.202670
2022-01-15 23:17:24,745 valid mini-batch 103, loss=2.825061e-01 accuracy=92.202524
2022-01-15 23:17:24,753 valid mini-batch 104, loss=2.814089e-01 accuracy=92.202381
2022-01-15 23:17:24,760 valid mini-batch 105, loss=2.812079e-01 accuracy=92.187500
2022-01-15 23:17:24,767 valid mini-batch 106, loss=2.806957e-01 accuracy=92.187500
2022-01-15 23:17:24,785 valid mini-batch 107, loss=2.804454e-01 accuracy=92.201968
2022-01-15 23:17:24,793 valid mini-batch 108, loss=2.810190e-01 accuracy=92.187500
2022-01-15 23:17:24,799 valid mini-batch 109, loss=2.808146e-01 accuracy=92.187500
2022-01-15 23:17:24,813 valid mini-batch 110, loss=2.818397e-01 accuracy=92.145270
2022-01-15 23:17:24,822 valid mini-batch 111, loss=2.810896e-01 accuracy=92.173549
2022-01-15 23:17:24,829 valid mini-batch 112, loss=2.829271e-01 accuracy=92.159845
2022-01-15 23:17:24,838 valid mini-batch 113, loss=2.823444e-01 accuracy=92.201206
2022-01-15 23:17:24,847 valid mini-batch 114, loss=2.834062e-01 accuracy=92.160326
2022-01-15 23:17:24,860 valid mini-batch 115, loss=2.827026e-01 accuracy=92.187500
2022-01-15 23:17:24,868 valid mini-batch 116, loss=2.817606e-01 accuracy=92.214209
2022-01-15 23:17:24,878 valid mini-batch 117, loss=2.817366e-01 accuracy=92.227225
2022-01-15 23:17:24,887 valid mini-batch 118, loss=2.812954e-01 accuracy=92.200630
2022-01-15 23:17:24,896 valid mini-batch 119, loss=2.820110e-01 accuracy=92.187500
2022-01-15 23:17:24,911 valid mini-batch 120, loss=2.827225e-01 accuracy=92.174587
2022-01-15 23:17:24,918 valid mini-batch 121, loss=2.814965e-01 accuracy=92.213115
2022-01-15 23:17:24,925 valid mini-batch 122, loss=2.821991e-01 accuracy=92.200203
2022-01-15 23:17:24,932 valid mini-batch 123, loss=2.833101e-01 accuracy=92.149698
2022-01-15 23:17:24,946 valid mini-batch 124, loss=2.843717e-01 accuracy=92.125000
2022-01-15 23:17:24,962 valid mini-batch 125, loss=2.844155e-01 accuracy=92.125496
2022-01-15 23:17:24,968 valid mini-batch 126, loss=2.841053e-01 accuracy=92.125984
2022-01-15 23:17:24,975 valid mini-batch 127, loss=2.838209e-01 accuracy=92.114258
2022-01-15 23:17:24,994 valid mini-batch 128, loss=2.842181e-01 accuracy=92.078488
2022-01-15 23:17:25,001 valid mini-batch 129, loss=2.843453e-01 accuracy=92.079327
2022-01-15 23:17:25,007 valid mini-batch 130, loss=2.838485e-01 accuracy=92.080153
2022-01-15 23:17:25,014 valid mini-batch 131, loss=2.853427e-01 accuracy=92.069129
2022-01-15 23:17:25,025 valid mini-batch 132, loss=2.847101e-01 accuracy=92.081767
2022-01-15 23:17:25,032 valid mini-batch 133, loss=2.852776e-01 accuracy=92.047575
2022-01-15 23:17:25,045 valid mini-batch 134, loss=2.851415e-01 accuracy=92.048611
2022-01-15 23:17:25,051 valid mini-batch 135, loss=2.846269e-01 accuracy=92.049632
2022-01-15 23:17:25,059 valid mini-batch 136, loss=2.844893e-01 accuracy=92.050639
2022-01-15 23:17:25,070 valid mini-batch 137, loss=2.851174e-01 accuracy=92.017663
2022-01-15 23:17:25,077 valid mini-batch 138, loss=2.852373e-01 accuracy=92.007644
2022-01-15 23:17:25,088 valid mini-batch 139, loss=2.843512e-01 accuracy=92.042411
2022-01-15 23:17:25,094 valid mini-batch 140, loss=2.836711e-01 accuracy=92.065603
2022-01-15 23:17:25,113 valid mini-batch 141, loss=2.830161e-01 accuracy=92.077465
2022-01-15 23:17:25,121 valid mini-batch 142, loss=2.833728e-01 accuracy=92.045455
2022-01-15 23:17:25,127 valid mini-batch 143, loss=2.831376e-01 accuracy=92.035590
2022-01-15 23:17:25,140 valid mini-batch 144, loss=2.838737e-01 accuracy=92.004310
2022-01-15 23:17:25,154 valid mini-batch 145, loss=2.849968e-01 accuracy=91.952055
2022-01-15 23:17:25,160 valid mini-batch 146, loss=2.858699e-01 accuracy=91.921769
2022-01-15 23:17:25,167 valid mini-batch 147, loss=2.855579e-01 accuracy=91.923564
2022-01-15 23:17:25,180 valid mini-batch 148, loss=2.850066e-01 accuracy=91.946309
2022-01-15 23:17:25,190 valid mini-batch 149, loss=2.859420e-01 accuracy=91.937500
2022-01-15 23:17:25,202 valid mini-batch 150, loss=2.861460e-01 accuracy=91.918460
2022-01-15 23:17:25,215 valid mini-batch 151, loss=2.859676e-01 accuracy=91.930510
2022-01-15 23:17:25,223 valid mini-batch 152, loss=2.866005e-01 accuracy=91.932190
2022-01-15 23:17:25,233 valid mini-batch 153, loss=2.867213e-01 accuracy=91.903409
2022-01-15 23:17:25,244 valid mini-batch 154, loss=2.869997e-01 accuracy=91.885081
2022-01-15 23:17:25,251 valid mini-batch 155, loss=2.871315e-01 accuracy=91.856971
2022-01-15 23:17:25,265 valid mini-batch 156, loss=2.883626e-01 accuracy=91.829220
2022-01-15 23:17:25,285 valid mini-batch 157, loss=2.877541e-01 accuracy=91.831487
2022-01-15 23:17:25,293 valid mini-batch 158, loss=2.874420e-01 accuracy=91.823899
2022-01-15 23:17:25,300 valid mini-batch 159, loss=2.880220e-01 accuracy=91.796875
2022-01-15 23:17:25,307 valid mini-batch 160, loss=2.889221e-01 accuracy=91.770186
2022-01-15 23:17:25,320 valid mini-batch 161, loss=2.888908e-01 accuracy=91.763117
2022-01-15 23:17:25,333 valid mini-batch 162, loss=2.885638e-01 accuracy=91.784893
2022-01-15 23:17:25,344 valid mini-batch 163, loss=2.885193e-01 accuracy=91.777820
2022-01-15 23:17:25,356 valid mini-batch 164, loss=2.883891e-01 accuracy=91.770833
2022-01-15 23:17:25,367 valid mini-batch 165, loss=2.896877e-01 accuracy=91.773343
2022-01-15 23:17:25,376 valid mini-batch 166, loss=2.897017e-01 accuracy=91.775823
2022-01-15 23:17:25,383 valid mini-batch 167, loss=2.886912e-01 accuracy=91.796875
2022-01-15 23:17:25,390 valid mini-batch 168, loss=2.890986e-01 accuracy=91.799186
2022-01-15 23:17:25,400 valid mini-batch 169, loss=2.887525e-01 accuracy=91.810662
2022-01-15 23:17:25,411 valid mini-batch 170, loss=2.880006e-01 accuracy=91.840278
2022-01-15 23:17:25,418 valid mini-batch 171, loss=2.876746e-01 accuracy=91.824128
2022-01-15 23:17:25,435 valid mini-batch 172, loss=2.873444e-01 accuracy=91.817197
2022-01-15 23:17:25,443 valid mini-batch 173, loss=2.867105e-01 accuracy=91.846264
2022-01-15 23:17:25,453 valid mini-batch 174, loss=2.860754e-01 accuracy=91.866071
2022-01-15 23:17:25,466 valid mini-batch 175, loss=2.857891e-01 accuracy=91.867898
2022-01-15 23:17:25,474 valid mini-batch 176, loss=2.861763e-01 accuracy=91.860876
2022-01-15 23:17:25,487 valid mini-batch 177, loss=2.859810e-01 accuracy=91.862711
2022-01-15 23:17:25,494 valid mini-batch 178, loss=2.863937e-01 accuracy=91.829609
2022-01-15 23:17:25,506 valid mini-batch 179, loss=2.864317e-01 accuracy=91.840278
2022-01-15 23:17:25,514 valid mini-batch 180, loss=2.861939e-01 accuracy=91.850829
2022-01-15 23:17:25,521 valid mini-batch 181, loss=2.862949e-01 accuracy=91.844093
2022-01-15 23:17:25,529 valid mini-batch 182, loss=2.859864e-01 accuracy=91.837432
2022-01-15 23:17:25,536 valid mini-batch 183, loss=2.851762e-01 accuracy=91.864810
2022-01-15 23:17:25,548 valid mini-batch 184, loss=2.850933e-01 accuracy=91.866554
2022-01-15 23:17:25,560 valid mini-batch 185, loss=2.857079e-01 accuracy=91.843078
2022-01-15 23:17:25,568 valid mini-batch 186, loss=2.855391e-01 accuracy=91.853275
2022-01-15 23:17:25,577 valid mini-batch 187, loss=2.860886e-01 accuracy=91.813497
2022-01-15 23:17:25,584 valid mini-batch 188, loss=2.854947e-01 accuracy=91.823743
2022-01-15 23:17:25,591 valid mini-batch 189, loss=2.853885e-01 accuracy=91.809211
2022-01-15 23:17:25,598 valid mini-batch 190, loss=2.851405e-01 accuracy=91.803010
2022-01-15 23:17:25,605 valid mini-batch 191, loss=2.866501e-01 accuracy=91.780599
2022-01-15 23:17:25,613 valid mini-batch 192, loss=2.867866e-01 accuracy=91.798899
2022-01-15 23:17:25,626 valid mini-batch 193, loss=2.861582e-01 accuracy=91.825064
2022-01-15 23:17:25,634 valid mini-batch 194, loss=2.861113e-01 accuracy=91.818910
2022-01-15 23:17:25,641 valid mini-batch 195, loss=2.866162e-01 accuracy=91.828763
2022-01-15 23:17:25,647 valid mini-batch 196, loss=2.857429e-01 accuracy=91.870241
2022-01-15 23:17:25,661 valid mini-batch 197, loss=2.853690e-01 accuracy=91.879735
2022-01-15 23:17:25,669 valid mini-batch 198, loss=2.851695e-01 accuracy=91.889133
2022-01-15 23:17:25,677 valid mini-batch 199, loss=2.847527e-01 accuracy=91.906250
2022-01-15 23:17:25,688 valid mini-batch 200, loss=2.849756e-01 accuracy=91.915423
2022-01-15 23:17:25,695 valid mini-batch 201, loss=2.847557e-01 accuracy=91.924505
2022-01-15 23:17:25,709 valid mini-batch 202, loss=2.852080e-01 accuracy=91.910406
2022-01-15 23:17:25,722 valid mini-batch 203, loss=2.857167e-01 accuracy=91.888787
2022-01-15 23:17:25,730 valid mini-batch 204, loss=2.859290e-01 accuracy=91.875000
2022-01-15 23:17:25,737 valid mini-batch 205, loss=2.857124e-01 accuracy=91.891687
2022-01-15 23:17:25,748 valid mini-batch 206, loss=2.853925e-01 accuracy=91.893116
2022-01-15 23:17:25,765 valid mini-batch 207, loss=2.856977e-01 accuracy=91.887019
2022-01-15 23:17:25,773 valid mini-batch 208, loss=2.869712e-01 accuracy=91.858553
2022-01-15 23:17:25,782 valid mini-batch 209, loss=2.867689e-01 accuracy=91.860119
2022-01-15 23:17:25,789 valid mini-batch 210, loss=2.864365e-01 accuracy=91.876481
2022-01-15 23:17:25,799 valid mini-batch 211, loss=2.867206e-01 accuracy=91.870578
2022-01-15 23:17:25,807 valid mini-batch 212, loss=2.862994e-01 accuracy=91.872066
2022-01-15 23:17:25,820 valid mini-batch 213, loss=2.857506e-01 accuracy=91.895444
2022-01-15 23:17:25,832 valid mini-batch 214, loss=2.864796e-01 accuracy=91.875000
2022-01-15 23:17:25,841 valid mini-batch 215, loss=2.864105e-01 accuracy=91.890914
2022-01-15 23:17:25,848 valid mini-batch 216, loss=2.862805e-01 accuracy=91.906682
2022-01-15 23:17:25,855 valid mini-batch 217, loss=2.861782e-01 accuracy=91.915138
2022-01-15 23:17:25,864 valid mini-batch 218, loss=2.866473e-01 accuracy=91.902112
2022-01-15 23:17:25,871 valid mini-batch 219, loss=2.866697e-01 accuracy=91.889205
2022-01-15 23:17:25,877 valid mini-batch 220, loss=2.867115e-01 accuracy=91.890554
2022-01-15 23:17:25,890 valid mini-batch 221, loss=2.862769e-01 accuracy=91.913007
2022-01-15 23:17:25,899 valid mini-batch 222, loss=2.861547e-01 accuracy=91.914238
2022-01-15 23:17:25,905 valid mini-batch 223, loss=2.864324e-01 accuracy=91.894531
2022-01-15 23:17:25,918 valid mini-batch 224, loss=2.865196e-01 accuracy=91.888889
2022-01-15 23:17:25,926 valid mini-batch 225, loss=2.863121e-01 accuracy=91.897124
2022-01-15 23:17:25,942 valid mini-batch 226, loss=2.855526e-01 accuracy=91.932819
2022-01-15 23:17:25,951 valid mini-batch 227, loss=2.851587e-01 accuracy=91.947643
2022-01-15 23:17:25,959 valid mini-batch 228, loss=2.861634e-01 accuracy=91.935044
2022-01-15 23:17:25,969 valid mini-batch 229, loss=2.863145e-01 accuracy=91.929348
2022-01-15 23:17:25,980 valid mini-batch 230, loss=2.861460e-01 accuracy=91.937229
2022-01-15 23:17:25,987 valid mini-batch 231, loss=2.858878e-01 accuracy=91.951778
2022-01-15 23:17:26,002 valid mini-batch 232, loss=2.854684e-01 accuracy=91.959496
2022-01-15 23:17:26,009 valid mini-batch 233, loss=2.854907e-01 accuracy=91.960470
2022-01-15 23:17:26,015 valid mini-batch 234, loss=2.852672e-01 accuracy=91.961436
2022-01-15 23:17:26,028 valid mini-batch 235, loss=2.853022e-01 accuracy=91.962394
2022-01-15 23:17:26,040 valid mini-batch 236, loss=2.850429e-01 accuracy=91.969937
2022-01-15 23:17:26,049 valid mini-batch 237, loss=2.848608e-01 accuracy=91.983981
2022-01-15 23:17:26,056 valid mini-batch 238, loss=2.854890e-01 accuracy=91.978295
2022-01-15 23:17:26,068 valid mini-batch 239, loss=2.855817e-01 accuracy=91.972656
2022-01-15 23:17:26,079 valid mini-batch 240, loss=2.860985e-01 accuracy=91.967064
2022-01-15 23:17:26,086 valid mini-batch 241, loss=2.868202e-01 accuracy=91.955062
2022-01-15 23:17:26,098 valid mini-batch 242, loss=2.865238e-01 accuracy=91.968879
2022-01-15 23:17:26,112 valid mini-batch 243, loss=2.866024e-01 accuracy=91.963371
2022-01-15 23:17:26,119 valid mini-batch 244, loss=2.869066e-01 accuracy=91.957908
2022-01-15 23:17:26,125 valid mini-batch 245, loss=2.873072e-01 accuracy=91.958841
2022-01-15 23:17:26,133 valid mini-batch 246, loss=2.876716e-01 accuracy=91.940789
2022-01-15 23:17:26,147 valid mini-batch 247, loss=2.873955e-01 accuracy=91.954385
2022-01-15 23:17:26,159 valid mini-batch 248, loss=2.871150e-01 accuracy=91.949046
2022-01-15 23:17:26,167 valid mini-batch 249, loss=2.866447e-01 accuracy=91.975000
2022-01-15 23:17:26,174 valid mini-batch 250, loss=2.868335e-01 accuracy=91.988297
2022-01-15 23:17:26,181 valid mini-batch 251, loss=2.864240e-01 accuracy=92.001488
2022-01-15 23:17:26,195 valid mini-batch 252, loss=2.863576e-01 accuracy=92.002223
2022-01-15 23:17:26,204 valid mini-batch 253, loss=2.865581e-01 accuracy=92.002953
2022-01-15 23:17:26,216 valid mini-batch 254, loss=2.864656e-01 accuracy=91.991422
2022-01-15 23:17:26,223 valid mini-batch 255, loss=2.869546e-01 accuracy=91.973877
2022-01-15 23:17:26,230 valid mini-batch 256, loss=2.868359e-01 accuracy=91.980788
2022-01-15 23:17:26,239 valid mini-batch 257, loss=2.873358e-01 accuracy=91.981589
2022-01-15 23:17:26,250 valid mini-batch 258, loss=2.872743e-01 accuracy=91.994450
2022-01-15 23:17:26,257 valid mini-batch 259, loss=2.878430e-01 accuracy=91.959135
2022-01-15 23:17:26,276 valid mini-batch 260, loss=2.877651e-01 accuracy=91.942050
2022-01-15 23:17:26,285 valid mini-batch 261, loss=2.881033e-01 accuracy=91.942987
2022-01-15 23:17:26,297 valid mini-batch 262, loss=2.880419e-01 accuracy=91.926093
2022-01-15 23:17:26,306 valid mini-batch 263, loss=2.877565e-01 accuracy=91.933002
2022-01-15 23:17:26,313 valid mini-batch 264, loss=2.876449e-01 accuracy=91.939858
2022-01-15 23:17:26,320 valid mini-batch 265, loss=2.881527e-01 accuracy=91.934915
2022-01-15 23:17:26,328 valid mini-batch 266, loss=2.881585e-01 accuracy=91.930009
2022-01-15 23:17:26,334 valid mini-batch 267, loss=2.877989e-01 accuracy=91.942631
2022-01-15 23:17:26,348 valid mini-batch 268, loss=2.877658e-01 accuracy=91.943541
2022-01-15 23:17:26,361 valid mini-batch 269, loss=2.880446e-01 accuracy=91.938657
2022-01-15 23:17:26,373 valid mini-batch 270, loss=2.881336e-01 accuracy=91.928044
2022-01-15 23:17:26,386 valid mini-batch 271, loss=2.879743e-01 accuracy=91.934743
2022-01-15 23:17:26,396 valid mini-batch 272, loss=2.875616e-01 accuracy=91.947115
2022-01-15 23:17:26,408 valid mini-batch 273, loss=2.871996e-01 accuracy=91.947993
2022-01-15 23:17:26,417 valid mini-batch 274, loss=2.869200e-01 accuracy=91.954545
2022-01-15 23:17:26,429 valid mini-batch 275, loss=2.869077e-01 accuracy=91.966712
2022-01-15 23:17:26,438 valid mini-batch 276, loss=2.863355e-01 accuracy=91.990072
2022-01-15 23:17:26,445 valid mini-batch 277, loss=2.863002e-01 accuracy=92.013264
2022-01-15 23:17:26,452 valid mini-batch 278, loss=2.867060e-01 accuracy=91.997088
2022-01-15 23:17:26,459 valid mini-batch 279, loss=2.871654e-01 accuracy=91.997768
2022-01-15 23:17:26,468 valid mini-batch 280, loss=2.872930e-01 accuracy=91.987322
2022-01-15 23:17:26,476 valid mini-batch 281, loss=2.870466e-01 accuracy=92.004654
2022-01-15 23:17:26,489 valid mini-batch 282, loss=2.866039e-01 accuracy=92.021864
2022-01-15 23:17:26,496 valid mini-batch 283, loss=2.870622e-01 accuracy=92.011444
2022-01-15 23:17:26,503 valid mini-batch 284, loss=2.870458e-01 accuracy=92.012061
2022-01-15 23:17:26,518 valid mini-batch 285, loss=2.870684e-01 accuracy=92.012675
2022-01-15 23:17:26,530 valid mini-batch 286, loss=2.866554e-01 accuracy=92.024172
2022-01-15 23:17:26,536 valid mini-batch 287, loss=2.868406e-01 accuracy=92.008464
2022-01-15 23:17:26,543 valid mini-batch 288, loss=2.869013e-01 accuracy=92.003676
2022-01-15 23:17:26,554 valid mini-batch 289, loss=2.869565e-01 accuracy=92.004310
2022-01-15 23:17:26,563 valid mini-batch 290, loss=2.869154e-01 accuracy=92.004940
2022-01-15 23:17:26,576 valid mini-batch 291, loss=2.864017e-01 accuracy=92.021618
2022-01-15 23:17:26,586 valid mini-batch 292, loss=2.865391e-01 accuracy=92.011519
2022-01-15 23:17:26,594 valid mini-batch 293, loss=2.863682e-01 accuracy=92.017432
2022-01-15 23:17:26,601 valid mini-batch 294, loss=2.865929e-01 accuracy=92.012712
2022-01-15 23:17:26,614 valid mini-batch 295, loss=2.863765e-01 accuracy=92.018581
2022-01-15 23:17:26,626 valid mini-batch 296, loss=2.862270e-01 accuracy=92.029672
2022-01-15 23:17:26,637 valid mini-batch 297, loss=2.868233e-01 accuracy=92.024958
2022-01-15 23:17:26,646 valid mini-batch 298, loss=2.868952e-01 accuracy=92.020276
2022-01-15 23:17:26,657 valid mini-batch 299, loss=2.865697e-01 accuracy=92.031250
2022-01-15 23:17:26,665 valid mini-batch 300, loss=2.863004e-01 accuracy=92.047342
2022-01-15 23:17:26,674 valid mini-batch 301, loss=2.857870e-01 accuracy=92.058154
2022-01-15 23:17:26,682 valid mini-batch 302, loss=2.859859e-01 accuracy=92.058581
2022-01-15 23:17:26,695 valid mini-batch 303, loss=2.859430e-01 accuracy=92.064145
2022-01-15 23:17:26,703 valid mini-batch 304, loss=2.859089e-01 accuracy=92.074795
2022-01-15 23:17:26,716 valid mini-batch 305, loss=2.854330e-01 accuracy=92.095588
2022-01-15 23:17:26,723 valid mini-batch 306, loss=2.851266e-01 accuracy=92.111156
2022-01-15 23:17:26,732 valid mini-batch 307, loss=2.848479e-01 accuracy=92.116477
2022-01-15 23:17:26,739 valid mini-batch 308, loss=2.847412e-01 accuracy=92.121764
2022-01-15 23:17:26,745 valid mini-batch 309, loss=2.846392e-01 accuracy=92.132056
2022-01-15 23:17:26,759 valid mini-batch 310, loss=2.847709e-01 accuracy=92.122186
2022-01-15 23:17:26,771 valid mini-batch 311, loss=2.855545e-01 accuracy=92.107372
2022-01-15 23:17:26,782 valid mini-batch 312, loss=2.863578e-01 accuracy=92.077676
2022-01-15 23:17:26,789 valid mini-batch 313, loss=2.863185e-01 accuracy=92.073049
2022-01-15 23:17:26,798 valid mini-batch 314, loss=2.866835e-01 accuracy=92.058532
2022-01-15 23:17:26,808 valid mini-batch 315, loss=2.869079e-01 accuracy=92.073774
2022-01-15 23:17:26,814 valid mini-batch 316, loss=2.867663e-01 accuracy=92.088920
2022-01-15 23:17:26,821 valid mini-batch 317, loss=2.869608e-01 accuracy=92.084316
2022-01-15 23:17:26,834 valid mini-batch 318, loss=2.867714e-01 accuracy=92.084639
2022-01-15 23:17:26,847 valid mini-batch 319, loss=2.872330e-01 accuracy=92.080078
2022-01-15 23:17:26,855 valid mini-batch 320, loss=2.872566e-01 accuracy=92.085280
2022-01-15 23:17:26,867 valid mini-batch 321, loss=2.867101e-01 accuracy=92.109860
2022-01-15 23:17:26,877 valid mini-batch 322, loss=2.865562e-01 accuracy=92.114938
2022-01-15 23:17:26,885 valid mini-batch 323, loss=2.862596e-01 accuracy=92.124807
2022-01-15 23:17:26,891 valid mini-batch 324, loss=2.863037e-01 accuracy=92.134615
2022-01-15 23:17:26,903 valid mini-batch 325, loss=2.865629e-01 accuracy=92.129985
2022-01-15 23:17:26,917 valid mini-batch 326, loss=2.865781e-01 accuracy=92.120604
2022-01-15 23:17:26,924 valid mini-batch 327, loss=2.864594e-01 accuracy=92.116044
2022-01-15 23:17:26,938 valid mini-batch 328, loss=2.866897e-01 accuracy=92.106763
2022-01-15 23:17:26,945 valid mini-batch 329, loss=2.867046e-01 accuracy=92.111742
2022-01-15 23:17:26,952 valid mini-batch 330, loss=2.863221e-01 accuracy=92.130853
2022-01-15 23:17:26,966 valid mini-batch 331, loss=2.863676e-01 accuracy=92.131024
2022-01-15 23:17:26,973 valid mini-batch 332, loss=2.864485e-01 accuracy=92.126502
2022-01-15 23:17:26,987 valid mini-batch 333, loss=2.861694e-01 accuracy=92.136040
2022-01-15 23:17:26,994 valid mini-batch 334, loss=2.867353e-01 accuracy=92.126866
2022-01-15 23:17:27,000 valid mini-batch 335, loss=2.867598e-01 accuracy=92.127046
2022-01-15 23:17:27,014 valid mini-batch 336, loss=2.863088e-01 accuracy=92.145772
2022-01-15 23:17:27,022 valid mini-batch 337, loss=2.865298e-01 accuracy=92.127404
2022-01-15 23:17:27,030 valid mini-batch 338, loss=2.863448e-01 accuracy=92.132190
2022-01-15 23:17:27,042 valid mini-batch 339, loss=2.863096e-01 accuracy=92.136949
2022-01-15 23:17:27,056 valid mini-batch 340, loss=2.871663e-01 accuracy=92.118768
2022-01-15 23:17:27,063 valid mini-batch 341, loss=2.871345e-01 accuracy=92.114401
2022-01-15 23:17:27,070 valid mini-batch 342, loss=2.870377e-01 accuracy=92.110058
2022-01-15 23:17:27,077 valid mini-batch 343, loss=2.867850e-01 accuracy=92.119368
2022-01-15 23:17:27,091 valid mini-batch 344, loss=2.867959e-01 accuracy=92.119565
2022-01-15 23:17:27,100 valid mini-batch 345, loss=2.866618e-01 accuracy=92.115246
2022-01-15 23:17:27,109 valid mini-batch 346, loss=2.864413e-01 accuracy=92.124460
2022-01-15 23:17:27,119 valid mini-batch 347, loss=2.861047e-01 accuracy=92.133621
2022-01-15 23:17:27,125 valid mini-batch 348, loss=2.858970e-01 accuracy=92.142729
2022-01-15 23:17:27,138 valid mini-batch 349, loss=2.862635e-01 accuracy=92.138393
2022-01-15 23:17:27,146 valid mini-batch 350, loss=2.861843e-01 accuracy=92.138533
2022-01-15 23:17:27,154 valid mini-batch 351, loss=2.859666e-01 accuracy=92.143111
2022-01-15 23:17:27,163 valid mini-batch 352, loss=2.862272e-01 accuracy=92.138810
2022-01-15 23:17:27,174 valid mini-batch 353, loss=2.861195e-01 accuracy=92.134534
2022-01-15 23:17:27,182 valid mini-batch 354, loss=2.860002e-01 accuracy=92.130282
2022-01-15 23:17:27,190 valid mini-batch 355, loss=2.858480e-01 accuracy=92.130442
2022-01-15 23:17:27,200 valid mini-batch 356, loss=2.860472e-01 accuracy=92.121849
2022-01-15 23:17:27,208 valid mini-batch 357, loss=2.861021e-01 accuracy=92.113303
2022-01-15 23:17:27,222 valid mini-batch 358, loss=2.863756e-01 accuracy=92.109157
2022-01-15 23:17:27,232 valid mini-batch 359, loss=2.862846e-01 accuracy=92.105035
2022-01-15 23:17:27,238 valid mini-batch 360, loss=2.859369e-01 accuracy=92.118248
2022-01-15 23:17:27,255 valid mini-batch 361, loss=2.860290e-01 accuracy=92.118439
2022-01-15 23:17:27,265 valid mini-batch 362, loss=2.859863e-01 accuracy=92.118629
2022-01-15 23:17:27,272 valid mini-batch 363, loss=2.860401e-01 accuracy=92.118819
2022-01-15 23:17:27,280 valid mini-batch 364, loss=2.858805e-01 accuracy=92.119007
2022-01-15 23:17:27,287 valid mini-batch 365, loss=2.857430e-01 accuracy=92.123463
2022-01-15 23:17:27,299 valid mini-batch 366, loss=2.857923e-01 accuracy=92.132153
2022-01-15 23:17:27,312 valid mini-batch 367, loss=2.856535e-01 accuracy=92.128057
2022-01-15 23:17:27,322 valid mini-batch 368, loss=2.855568e-01 accuracy=92.136687
2022-01-15 23:17:27,332 valid mini-batch 369, loss=2.859409e-01 accuracy=92.128378
2022-01-15 23:17:27,339 valid mini-batch 370, loss=2.856844e-01 accuracy=92.141173
2022-01-15 23:17:27,348 valid mini-batch 371, loss=2.859269e-01 accuracy=92.120296
2022-01-15 23:17:27,357 valid mini-batch 372, loss=2.856880e-01 accuracy=92.133043
2022-01-15 23:17:27,369 valid mini-batch 373, loss=2.856300e-01 accuracy=92.133189
2022-01-15 23:17:27,382 valid mini-batch 374, loss=2.857657e-01 accuracy=92.133333
2022-01-15 23:17:27,391 valid mini-batch 375, loss=2.856176e-01 accuracy=92.133477
2022-01-15 23:17:27,398 valid mini-batch 376, loss=2.856476e-01 accuracy=92.137765
2022-01-15 23:17:27,410 valid mini-batch 377, loss=2.854982e-01 accuracy=92.146164
